aac_pssm0,aac_pssm1,aac_pssm2,aac_pssm3,aac_pssm4,aac_pssm5,aac_pssm6,aac_pssm7,aac_pssm8,aac_pssm9,aac_pssm10,aac_pssm11,aac_pssm12,aac_pssm13,aac_pssm14,aac_pssm15,aac_pssm16,aac_pssm17,aac_pssm18,aac_pssm19,target
-1.104477612,-0.432835821,-1.253731343,-1.47761194,-1.955223881,-0.462686567,-0.820895522,-1.940298507,-1.388059701,-1.134328358,-1.373134328,-0.52238806,-0.686567164,-2.313432836,-1.955223881,-0.925373134,-0.597014925,-3.149253731,-2.208955224,-0.731343284,1
-0.085858586,-1.343434343,-1.353535354,-2.368686869,-1.368686869,-1.050505051,-1.833333333,-1.308080808,-1.439393939,-0.424242424,-0.161616162,-1.368686869,-0.080808081,-0.338383838,-1.474747475,-0.141414141,-0.227272727,-1.222222222,-0.904040404,-0.525252525,1
-0.638211382,-0.337398374,-0.865853659,-1.130081301,-1.87804878,-0.386178862,-0.37398374,-1.601626016,-1.036585366,-0.491869919,-1.12195122,0.134146341,-0.512195122,-1.406504065,-1.394308943,-0.613821138,-0.443089431,-2.504065041,-1.215447154,-0.601626016,1
-1.086206897,-1.235632184,-1.327586207,-1.454022989,-2.212643678,-0.689655172,-0.954022989,-2.247126437,-1.206896552,-1.25862069,-1.247126437,-1.005747126,-1.350574713,-1.436781609,-2.183908046,-0.833333333,-1,-2.494252874,-1.408045977,-1.218390805,1
-0.701596806,-0.790419162,-0.402195609,-0.581836327,-0.964071856,-0.295409182,-0.437125749,-1.645708583,-0.238522954,-0.449101796,-0.532934132,-0.429141717,-0.388223553,-0.77245509,-1.284431138,-0.323353293,-0.538922156,-2.077844311,-0.560878244,-0.76247505,1
-0.466165414,-0.591478697,-0.73433584,-0.854636591,-1.862155388,-0.293233083,-0.486215539,-1.335839599,-0.79197995,-1,-0.847117794,-0.551378446,-0.751879699,-1.453634085,-1.411027569,-0.167919799,-0.461152882,-2.528822055,-1.423558897,-0.844611529,1
-0.176656151,-0.902208202,-0.779179811,-0.810725552,-1.58044164,-0.416403785,-0.223974763,-1.362776025,-0.927444795,-0.835962145,-0.940063091,-0.186119874,-0.444794953,-1.258675079,-1.192429022,-0.384858044,-0.466876972,-2.567823344,-1.173501577,-0.599369085,1
-0.28057554,-0.532374101,-0.762589928,-0.798561151,-1.982014388,-0.053956835,-0.345323741,-1.654676259,-0.845323741,-1.151079137,-0.910071942,-0.392086331,-0.669064748,-1.679856115,-1.946043165,-0.237410072,-0.539568345,-2.737410072,-1.568345324,-1.014388489,1
-0.843850267,-0.852406417,-0.730481283,-0.865240642,-2.259893048,-0.797860963,-1,-1.427807487,-0.486631016,-1.13368984,-1.288770053,-0.951871658,-0.819251337,-0.920855615,-1.361497326,-0.537967914,-0.505882353,-0.954010695,-0.467379679,-0.987165775,1
-0.622047244,-0.515748031,-0.87007874,-1.023622047,-1.826771654,-0.377952756,-0.543307087,-1.551181102,-1.177165354,-1.082677165,-1.011811024,-0.523622047,-0.720472441,-1.645669291,-1.858267717,-0.330708661,-0.590551181,-2.653543307,-1.531496063,-0.968503937,1
-0.298969072,-0.393814433,-0.451546392,-0.711340206,-1.315463918,-0.286597938,-0.67628866,-1.144329897,-0.080412371,-1.026804124,-1.154639175,-0.771134021,-0.540206186,-0.84742268,-0.488659794,-0.420618557,-0.342268041,-1.402061856,-0.736082474,-0.783505155,1
-0.858870968,-0.991935484,-1.411290323,-1.588709677,-1.89516129,-1.193548387,-1.096774194,-2.008064516,-0.689516129,-1.403225806,-1.399193548,-1.447580645,-1.157258065,-1.987903226,-2.282258065,-1.314516129,-1.217741935,-1.907258065,-1.629032258,-1.52016129,1
-0.68877551,-1.158163265,-1.010204082,-0.908163265,-1.265306122,-0.87244898,-0.93877551,-1.530612245,-0.433673469,-1.178571429,-1.331632653,-0.765306122,-0.551020408,-1.107142857,-1.464285714,-0.806122449,-0.734693878,-1.739795918,-1.239795918,-0.994897959,1
-0.270454545,-0.652272727,-0.490909091,-1.122727273,-0.454545455,-0.622727273,-0.747727273,-1.261363636,-0.429545455,-0.522727273,-0.779545455,-0.540909091,-0.177272727,-0.886363636,-1.081818182,-0.304545455,-0.386363636,-1.579545455,-0.643181818,-0.604545455,1
-0.60733945,-2.88440367,-2.420183486,-3.486238532,-2.321100917,-2.311926606,-2.968807339,-1.746788991,-2.867889908,-0.957798165,-1.267889908,-2.913761468,-0.814678899,-1.119266055,-3.144954128,-1.102752294,-1.08440367,-2.366972477,-2.110091743,-0.957798165,1
-0.668181818,-0.236363636,-0.972727273,-1.454545455,-0.9,-0.472727273,-0.931818182,-1.318181818,-0.736363636,-1.25,-1.2,-0.290909091,-0.881818182,-1.568181818,-0.959090909,-0.354545455,-0.586363636,-1.559090909,-1.045454545,-1.068181818,1
-0.954545455,-0.667748918,-0.715367965,-1.323593074,-1.151515152,-0.602813853,-1.237012987,-1.569264069,-0.651515152,-0.893939394,-1.338744589,-0.612554113,-0.375541126,-1.172077922,-1.186147186,-0.707792208,-0.694805195,-2.130952381,-1.166666667,-0.888528139,1
-0.445564516,-0.737903226,-0.802419355,-0.927419355,-0.256048387,-0.625,-0.721774194,-1.165322581,-0.393145161,-0.625,-0.762096774,-0.681451613,-0.243951613,-1.016129032,-1.346774194,-0.461693548,-0.497983871,-1.669354839,-0.810483871,-0.625,1
-0.893617021,-1.243498818,-1.621749409,-1.472813239,-2.770685579,-1.205673759,-0.921985816,-2.151300236,-2.094562648,-1.319148936,-1.427895981,-0.919621749,-1.134751773,-2.373522459,-2.295508274,-1.007092199,-1.122931442,-3.63356974,-2.38534279,-1.208037825,1
-0.304526749,-0.452674897,-0.50617284,-0.524691358,-0.893004115,-0.115226337,-0.283950617,-0.862139918,-0.296296296,-0.4218107,-0.790123457,-0.528806584,-0.010288066,-0.648148148,-0.761316872,-0.362139918,-0.333333333,-1.901234568,-0.423868313,-0.49382716,1
0.034188034,-0.583333333,-0.980769231,-1.079059829,-1.044871795,-0.517094017,-0.55982906,-1.341880342,-0.341880342,-0.743589744,-0.745726496,-0.929487179,-0.115384615,-1.170940171,-1.521367521,-0.598290598,-0.66025641,-1.158119658,-0.946581197,-0.807692308,1
-0.351351351,-0.825825826,-0.606606607,-0.924924925,-0.213213213,-0.423423423,-0.738738739,-1.186186186,-0.402402402,-0.444444444,-1.003003003,-0.681681682,0.057057057,-0.960960961,-1.15015015,-0.441441441,-0.36036036,-1.357357357,-0.741741742,-0.600600601,1
-1.336065574,-1.133196721,-0.233606557,-1.678278689,-1.323770492,-1.030737705,-1.491803279,-1.854508197,-0.504098361,-0.141393443,-0.590163934,-0.56352459,0.00204918,-0.137295082,-2.116803279,-0.651639344,-0.637295082,-0.889344262,0.254098361,-0.870901639,1
-0.584830339,-2.325349301,-2.506986028,-2.590818363,-2.944111776,-2.131736527,-2.211576846,-2.351297405,-2.367265469,-2.20758483,-2.343313373,-2.459081836,-2.0499002,-3.003992016,-3.105788423,-1.506986028,-1.463073852,-3.898203593,-2.992015968,-1.652694611,1
-0.417910448,-1.184079602,-0.44278607,-0.815920398,-1.965174129,-0.631840796,-1.218905473,-1.169154229,-0.890547264,-1.014925373,-1.243781095,-1.074626866,-0.736318408,-0.736318408,-0.84079602,-0.308457711,-0.243781095,-2.144278607,-1.199004975,-0.76119403,1
-0.344582593,-2.252220249,-2.293072824,-2.527531083,-2.447602131,-2.076376554,-2.51687389,-2.269982238,-1.785079929,-1.809946714,-1.843694494,-2.928952043,-1.463587922,-2.34991119,-2.980461812,-1.605683837,-1.490230906,-3.246891652,-2.555950266,-1.342806394,1
-0.061630219,-0.463220676,-0.735586481,-0.701789264,-0.359840954,-0.552683897,-0.335984095,-0.946322068,-0.161033797,-0.689860835,-0.836978131,-0.662027833,-0.190854871,-0.687872763,-1.097415507,-0.381709742,-0.510934394,-1.208747515,-0.574552684,-0.504970179,1
-0.381818182,-0.96969697,-1.012121212,-1.054545455,-1.709090909,-0.527272727,-0.690909091,-1.521212121,-1.218181818,-0.763636364,-1.224242424,-0.224242424,-0.666666667,-1.763636364,-1.096969697,-0.545454545,-0.454545455,-2.575757576,-1.642424242,-0.660606061,1
-0.621409922,-1.681462141,-1.919060052,-1.992167102,-3.133159269,-1.569190601,-1.535248042,-2.214099217,-1.882506527,-1.365535248,-1.759791123,-1.626631854,-1.007832898,-2.436031332,-2.27154047,-1.237597911,-1.033942559,-3.587467363,-2.378590078,-0.879895561,1
-0.354114713,-0.396508728,-0.458852868,-0.032418953,-2.895261845,-0.009975062,-0.221945137,-1.261845387,-0.760598504,-1.453865337,-1.364089776,-0.596009975,-1.037406484,-1.810473815,0.351620948,0.610972569,0.182044888,-2.63840399,-1.748129676,-1.279301746,1
-0.703296703,-0.611721612,-1.032967033,-1.058608059,-1.19047619,-0.73992674,-0.450549451,-1.827838828,-0.344322344,-1.04029304,-1.205128205,-0.827838828,-0.523809524,-1.091575092,-1.468864469,-0.838827839,-0.765567766,-0.714285714,-0.714285714,-1.15018315,1
-0.037165082,-0.900605013,-0.737251513,-0.886776145,-1.597234226,-0.452895419,-0.561797753,-1.159896283,-0.579948142,-0.796024201,-0.921348315,-0.654278306,-0.484874676,-1.086430424,-1.041486603,-0.347450303,-0.353500432,-1.925669836,-0.834917891,-0.637856525,1
-0.394285714,-0.597142857,-0.502857143,-0.702857143,-0.094285714,-0.608571429,-0.825714286,-0.974285714,-0.062857143,-0.725714286,-1.04,-0.58,-0.197142857,-0.871428571,-0.937142857,-0.337142857,-0.314285714,-1.545714286,-0.62,-0.642857143,1
-0.210970464,-0.310126582,-0.76371308,-0.837552743,-0.700421941,-0.430379747,-0.64556962,-0.938818565,-0.253164557,-0.664556962,-0.843881857,-0.654008439,-0.135021097,-0.816455696,-0.751054852,-0.459915612,-0.400843882,-1.210970464,-0.535864979,-0.717299578,1
-0.613390929,-0.77537797,-1.07775378,-1.006479482,-0.816414687,-0.768898488,-0.762419006,-1.282937365,-0.624190065,-0.676025918,-1.114470842,-0.557235421,-0.464362851,-1.24838013,-1.555075594,-0.669546436,-0.47300216,-1.98488121,-1.220302376,-0.680345572,1
-0.2,-0.327118644,-0.355932203,-0.579661017,-0.233898305,-0.266101695,-0.350847458,-0.845762712,-0.23220339,-0.349152542,-0.781355932,-0.225423729,0.228813559,-0.866101695,-1.03559322,-0.316949153,-0.366101695,-1.484745763,-0.686440678,-0.447457627,1
-0.370212766,-1.042553191,-1.332765957,-1.391489362,-1.82212766,-0.901276596,-0.871489362,-1.551489362,-1.040851064,-1.224680851,-1.320851064,-1.129361702,-0.998297872,-1.771914894,-1.512340426,-0.778723404,-0.752340426,-2.485957447,-1.590638298,-0.874893617,1
-0.345803842,-0.531850354,-0.456016178,-0.745197169,-0.37917088,-0.420626896,-0.503538928,-0.947421638,-0.144590495,-0.496461072,-0.880687563,-0.468149646,-0.12942366,-0.770475228,-0.96562184,-0.288169869,-0.320525784,-1.52578362,-0.462082912,-0.518705763,1
-0.557522124,-0.915929204,-0.951327434,-0.89380531,-1.101769912,-0.721238938,-0.840707965,-1.438053097,-0.654867257,-1.203539823,-1.256637168,-0.597345133,-0.561946903,-1.14159292,-1.137168142,-0.592920354,-0.579646018,-1.380530973,-1.053097345,-0.973451327,1
-1.6328125,-1.234375,-1.0859375,-1.1953125,-2.03125,-0.9375,-0.65625,-1.984375,-1.0625,-1.25,-1.953125,-0.3984375,-0.9453125,-1.7890625,-2.59375,-0.890625,-0.3359375,-2.421875,-1.4921875,-0.875,1
-0.484304933,-0.454409567,-0.581464873,-0.808669656,-1.569506726,-0.156950673,-0.360239163,-1.152466368,-0.5754858,-0.766816143,-0.80568012,-0.146487294,-0.553064275,-0.995515695,-1.270553064,-0.402092676,-0.457399103,-1.440956652,-0.965620329,-0.840059791,1
-0.896666667,-0.695,-0.548333333,-0.97,-1.621666667,-0.798333333,-1.211666667,-1.466666667,-0.543333333,-1.178333333,-1.058333333,-1.261666667,-0.503333333,-0.803333333,-1.068333333,-0.613333333,-0.59,-1.641666667,-0.978333333,-1.178333333,1
-0.784539474,-0.955592105,-0.814144737,-0.914473684,-1.741776316,-0.648026316,-0.684210526,-1.532894737,-0.546052632,-1.072368421,-1.284539474,-0.674342105,-0.861842105,-1.286184211,-1.284539474,-0.769736842,-0.631578947,-1.692434211,-0.978618421,-1.021381579,1
-0.068613139,-0.446715328,-0.840875912,-0.566423358,-1.04379562,-0.618978102,-0.416058394,-0.79270073,-0.408759124,-0.810218978,-0.883211679,-0.64379562,-0.516788321,-1.058394161,-0.902189781,-0.667153285,-0.527007299,-1.183941606,-0.842335766,-0.748905109,1
-0.56,-1.1024,-0.96,-1.1216,-1.7552,-0.8688,-0.936,-1.5632,-0.8016,-0.9312,-1.1792,-0.8208,-0.8224,-1.4192,-1.3664,-0.7088,-0.608,-1.9584,-1.208,-0.8944,1
-0.283454186,-0.505603164,-0.709953856,-0.800263678,-1.406064601,-0.55306526,-0.576796309,-1.011206328,-0.438365194,-0.858932103,-0.969017798,-0.708635465,-0.464733026,-1.141067897,-1.214897825,-0.471984179,-0.528015821,-1.794990112,-0.899802241,-0.754779169,1
-0.432098765,-1.537037037,-0.895061728,-0.981481481,-1.882716049,-1.00617284,-1.024691358,-1.172839506,-0.956790123,-1.074074074,-1.104938272,-0.759259259,-0.944444444,-1.061728395,-1.450617284,-0.567901235,-0.555555556,-2.203703704,-1.358024691,-0.567901235,1
-0.818565401,-1.67721519,-1.696202532,-1.848101266,-3.744725738,-1.415611814,-1.765822785,-1.767932489,-2.434599156,-1.464135021,-1.953586498,-1.696202532,-1.73628692,-2.438818565,-2.128691983,-1.078059072,-1.194092827,-3.721518987,-2.483122363,-1.002109705,1
-1.180685358,-1.903426791,-2.286604361,-2.495327103,-2.791277259,-1.856697819,-1.937694704,-2.601246106,-2.049844237,-1.700934579,-1.691588785,-2.140186916,-2.190031153,-2.750778816,-3.433021807,-1.582554517,-1.744548287,-3.514018692,-2.825545171,-1.716510903,1
-0.380090498,-1.159879336,-0.745098039,-1.167420814,-1.021116139,-1.010558069,-0.962292609,-1.273001508,-0.536953243,-0.784313725,-1.092006033,-0.894419306,-0.544494721,-1.105580694,-1.521870287,-0.62745098,-0.728506787,-1.739064857,-0.819004525,-0.953242836,1
-0.202247191,-0.926966292,-0.867977528,-0.926966292,-0.938202247,-0.696629213,-0.865168539,-1.04494382,-0.536516854,-1.04494382,-1.011235955,-0.971910112,-0.570224719,-1.412921348,-1.174157303,-0.483146067,-0.508426966,-2.202247191,-1.132022472,-0.724719101,1
-1.094488189,-2.157480315,-2.133858268,-2.37007874,-3.645669291,-1.433070866,-1.653543307,-3.094488189,-2.472440945,-1.874015748,-2.086614173,-1.637795276,-1.614173228,-2.748031496,-2.881889764,-1.622047244,-1.566929134,-4.149606299,-2.755905512,-1.393700787,1
-0.71641791,-0.646766169,-0.721393035,-1.631840796,-2.004975124,-1.044776119,-1.243781095,-1.76119403,-0.60199005,-0.970149254,-1.189054726,-0.537313433,-0.661691542,-1.417910448,-1.855721393,-0.686567164,-0.756218905,-1.626865672,-0.900497512,-0.791044776,1
-0.820512821,-2.225641026,-2.338461538,-2.530769231,-2.671794872,-2.271794872,-2.123076923,-2.823076923,-2.01025641,-1.930769231,-2.084615385,-2.494871795,-1.820512821,-2.31025641,-3.153846154,-1.861538462,-1.664102564,-3.679487179,-2.338461538,-1.841025641,1
-0.605809129,-0.784232365,-0.821576763,-1.132780083,-0.941908714,-1.053941909,-0.991701245,-1.10373444,-0.609958506,-0.377593361,-1.107883817,-0.560165975,-0.228215768,-1.290456432,-1.697095436,-0.651452282,-0.589211618,-2.024896266,-1.020746888,-0.68879668,1
0.056426332,-1.73354232,-2.884012539,-2.087774295,-3.163009404,-2.166144201,-2.326018809,-2.210031348,-1.586206897,-2.539184953,-1.824451411,-3.222570533,-1.912225705,-2.824451411,-2.46708464,-1.821316614,-1.667711599,-3.4169279,-2.830721003,-1.620689655,1
-0.118939394,-1.065909091,-1.7,-1.595454545,-2.393181818,-1.127272727,-1.257575758,-1.763636364,-1.34469697,-1.478787879,-1.299242424,-1.587121212,-1.306060606,-2.05,-1.862121212,-0.93030303,-0.953030303,-2.701515152,-2.043939394,-1.117424242,1
-0.575609756,-0.670731707,-1.051219512,-1.012195122,-1.992682927,-0.563414634,-0.534146341,-1.804878049,-0.585365854,-0.985365854,-1.019512195,-0.853658537,-0.887804878,-1.207317073,-1.607317073,-0.843902439,-0.748780488,-1.834146341,-0.819512195,-0.93902439,1
0.041749503,-1.170974155,-1.083499006,-1.188866799,-1.051689861,-1.168986084,-0.960238569,-1.157057654,-0.872763419,-1.13916501,-1.182902584,-1.017892644,-0.928429423,-1.421471173,-1.628230616,-0.630218688,-0.679920477,-1.880715706,-1.387673956,-0.946322068,1
-0.259958071,-1.748427673,-0.880503145,-1.719077568,-1.58490566,-0.924528302,-1.587002096,-0.805031447,-1.201257862,0.123689727,-0.4360587,-1.201257862,0.371069182,0.05870021,-1.285115304,-0.578616352,-0.461215933,-0.937106918,-0.42557652,-0.169811321,1
-1.239892183,-1.76819407,-2.4393531,-2.342318059,-3.371967655,-1.900269542,-1.986522911,-2.630727763,-2.223719677,-2.037735849,-1.978436658,-2.221024259,-1.781671159,-2.814016173,-2.943396226,-1.784366577,-1.638814016,-4.002695418,-3.02425876,-1.58490566,1
0.242857143,-1.157142857,-1.371428571,-1.328571429,-0.961904762,-0.980952381,-0.966666667,-1.114285714,-1.342857143,-0.9,-1.119047619,-1,-0.228571429,-1.447619048,-2.147619048,-0.628571429,-0.642857143,-1.847619048,-1.414285714,-0.823809524,1
-0.738584475,-1.020547945,-0.802511416,-1.043378995,-1.423515982,-0.784246575,-0.642694064,-1.526255708,-0.712328767,-0.913242009,-1.226027397,-0.597031963,-0.833333333,-1.164383562,-1.855022831,-0.71803653,-0.839041096,-2.034246575,-1.107305936,-0.98173516,1
-0.478632479,-0.713675214,-0.700854701,-1.141025641,-1.948717949,-0.658119658,-0.829059829,-1.645299145,-0.97008547,-0.794871795,-0.952991453,0.08974359,-0.47008547,-1.269230769,-1.358974359,-0.448717949,-0.491452991,-2.683760684,-1.354700855,-0.636752137,1
-1.218446602,-0.339805825,-0.660194175,-1.90776699,-2.13592233,-0.665048544,-1.281553398,-2.203883495,-0.737864078,-0.936893204,-1.072815534,-0.033980583,-0.762135922,-0.878640777,-1.757281553,-0.72815534,-0.990291262,-2.344660194,-0.72815534,-1.233009709,1
-1.3,-0.961538462,-1,-2.123076923,-1.584615385,-1.338461538,-1.8,-2.169230769,-1.176923077,-0.546153846,-1.146153846,-0.646153846,-0.853846154,-1.484615385,-2.607692308,-1.030769231,-0.992307692,-2.792307692,-1.276923077,-0.969230769,1
0.349005425,-1.245931284,-1.625678119,-1.820976492,-3.594936709,-0.647377939,-1.30198915,-1.746835443,-1.949367089,-1.730560579,-1.661844485,-1.826401447,-1.153707052,-2.95840868,-3.169981917,-0.564195298,-0.732368897,-3.804701627,-2.918625678,-1.12477396,1
-0.967479675,-0.861788618,-1,-2.414634146,-1.642276423,-1.398373984,-1.93495935,-1.764227642,-1.731707317,-0.593495935,-1.349593496,-0.390243902,-1,-1.650406504,-2.105691057,-0.837398374,-0.918699187,-2.959349594,-1.658536585,-0.723577236,1
-0.327272727,-1.381818182,-0.933333333,-1.76969697,-2.23030303,-0.672727273,-1.012121212,-1.872727273,-1.460606061,-0.812121212,-0.860606061,-0.387878788,-0.496969697,-1.539393939,-2.351515152,-0.642424242,-0.739393939,-2.903030303,-1.56969697,-0.593939394,1
-0.737430168,-0.162011173,-0.832402235,-2.033519553,-2.117318436,-0.74301676,-1.223463687,-2.005586592,-1.044692737,-1.055865922,-1.324022346,-0.089385475,-0.698324022,-1.625698324,-1.988826816,-0.592178771,-0.921787709,-2.748603352,-1.122905028,-1.134078212,1
-0.13836478,-0.93081761,-1.054507338,-1.182389937,-2.350104822,-0.849056604,-1.373165618,-1.136268344,-0.93081761,-1.13836478,-0.98951782,-1.400419287,-0.79245283,-1.291404612,-1.352201258,-0.570230608,-0.433962264,-1.088050314,-1,-0.878406709,1
-0.164983165,-1.601571268,-1.434343434,-1.703703704,-1.508417508,-1.41301908,-1.320987654,-1.663299663,-1.499438833,-1.063973064,-1.379349046,-1.337822671,-0.932659933,-1.960718294,-2.140291807,-0.85634119,-0.801346801,-2.988776655,-1.748597082,-0.953984287,1
-0.081272085,-1,-0.922261484,-0.780918728,-1.441696113,-0.64664311,-0.664310954,-1.159010601,-0.537102473,-0.978798587,-1.201413428,-0.713780919,-0.586572438,-1.067137809,-1.053003534,-0.441696113,-0.416961131,-1.568904594,-0.840989399,-0.657243816,1
-0.473529412,-0.688235294,-0.561764706,-0.979411765,-0.176470588,-0.738235294,-0.782352941,-1.017647059,-0.147058824,-0.517647059,-1.041176471,-0.764705882,0.008823529,-0.944117647,-1.597058824,-0.538235294,-0.594117647,-1.461764706,-0.588235294,-0.635294118,1
-0.629482072,-0.864541833,-0.908366534,-1.231075697,-0.270916335,-0.972111554,-0.932270916,-1.585657371,-0.458167331,-0.629482072,-1.11752988,-0.858565737,-0.12749004,-1.11752988,-1.663346614,-0.679282869,-0.575697211,-1.71314741,-1.047808765,-0.695219124,1
-0.413483146,-0.898876404,-0.256179775,-0.674157303,-0.766292135,-0.591011236,-0.548314607,-1.224719101,-0.096629213,-0.570786517,-0.788764045,-0.656179775,-0.312359551,-0.379775281,-1.382022472,-0.530337079,-0.593258427,-1.033707865,-0.440449438,-0.856179775,1
-0.487640449,-0.714606742,-0.880898876,-0.91011236,-0.406741573,-0.813483146,-0.820224719,-1.415730337,0.164044944,-0.946067416,-1.094382022,-1.146067416,-0.179775281,-0.759550562,-1.440449438,-0.716853933,-0.640449438,-0.838202247,-0.626966292,-1.011235955,1
-0.50974026,-1.314935065,-1.668831169,-1.711038961,-1.142857143,-1.672077922,-1.487012987,-1.512987013,-0.75974026,-1.094155844,-1.467532468,-1.542207792,-0.821428571,-1.737012987,-2.038961039,-1.051948052,-1.064935065,-2.175324675,-1.415584416,-1.097402597,1
-0.233490566,-0.462264151,-0.75,-0.759433962,-0.514150943,-0.474056604,-0.462264151,-1.063679245,-0.021226415,-0.693396226,-1.002358491,-0.594339623,-0.077830189,-0.929245283,-1.308962264,-0.554245283,-0.466981132,-1.375,-0.525943396,-0.54009434,1
-0.703910615,-0.865921788,-1.279329609,-1.016759777,-1.547486034,-0.927374302,-0.731843575,-1.92178771,-1.061452514,-0.603351955,-0.921787709,-0.765363128,-0.737430168,-1.502793296,-1.843575419,-0.927374302,-0.648044693,-2.703910615,-1.284916201,-0.586592179,1
-0.466200466,-2.032634033,-2.221445221,-2.184149184,-3.533799534,-1.745920746,-1.559440559,-2.263403263,-2.365967366,-1.634032634,-2.058275058,-1.773892774,-1.65967366,-3.018648019,-2.202797203,-1.272727273,-1.104895105,-4.221445221,-3.086247086,-0.993006993,1
-0.605678233,-1.138801262,-0.365930599,-0.8170347,-1.492113565,-0.552050473,-0.996845426,-1.416403785,-0.353312303,-0.955835962,-1.230283912,-0.981072555,-0.255520505,-0.731861199,-1.365930599,-0.466876972,-0.205047319,-1.394321767,-0.34384858,-0.810725552,1
-0.424686192,-0.682008368,-0.872384937,-0.918410042,-0.445606695,-0.665271967,-0.826359833,-1.332635983,0.158995816,-0.972803347,-1.075313808,-1.09623431,-0.167364017,-0.820083682,-1.378661088,-0.679916318,-0.581589958,-0.771966527,-0.642259414,-0.960251046,1
-0.138418079,-0.892655367,-0.661016949,-0.929378531,-1.115819209,-0.562146893,-0.516949153,-1.127118644,-0.418079096,-0.711864407,-1.028248588,-0.598870056,-0.149717514,-1.161016949,-1.412429379,-0.584745763,-0.596045198,-1.838983051,-0.723163842,-0.68079096,1
-1.257142857,-0.595918367,-0.151020408,-1.404081633,-1.791836735,-1.008163265,-0.702040816,-1.689795918,-0.840816327,-0.816326531,-1.416326531,0.375510204,-1.114285714,-1.4,-2.297959184,-0.583673469,-0.808163265,-1.991836735,-0.47755102,-1.52244898,1
0.021592443,-0.421052632,-0.813765182,-0.829959514,-1.817813765,-0.407557355,-0.546558704,-1.076923077,-0.781376518,-1.122807018,-0.966261808,-0.728744939,-0.85560054,-1.465587045,-1.093117409,-0.465587045,-0.462887989,-2.035087719,-1.276653171,-0.816464238,1
-0.483394834,-0.926199262,-0.793357934,-1.066420664,-0.822878229,-0.686346863,-0.826568266,-1.542435424,-0.306273063,-0.516605166,-0.985239852,-0.601476015,-0.343173432,-1.055350554,-1.324723247,-0.79704797,-0.619926199,-1.715867159,-0.704797048,-0.763837638,1
-0.014705882,-0.752941176,-1.205882353,-1.026470588,-2.038235294,-0.964705882,-1.335294118,-0.979411765,-0.661764706,-1.441176471,-1.332352941,-1.617647059,-0.614705882,-1.15,-1.088235294,-0.782352941,-0.626470588,-1.052941176,-0.908823529,-1.002941176,1
-0.223880597,-0.491471215,-0.498933902,-0.515991471,-0.83901919,-0.445628998,-0.42750533,-0.823027719,-0.348614072,-0.623667377,-0.907249467,-0.514925373,-0.350746269,-0.911513859,-0.621535181,-0.365671642,-0.297441365,-1.601279318,-0.675906183,-0.517057569,1
-0.788069074,-0.940345369,-0.587127159,-1.136577708,-1.8288854,-0.810047096,-0.530612245,-2.373626374,-0.874411303,-0.557299843,-0.566718995,-0.525902669,-0.824175824,-1.003139717,-2.673469388,-1.064364207,-1.405023548,-2.018838305,-0.064364207,-1.381475667,1
-0.374045802,-0.846237732,0.252998909,-0.628135224,-2.489640131,-0.218102508,-0.728462377,-0.810250818,-0.723009815,-0.645583424,-1.278080698,-0.011995638,-0.851690294,-1.183206107,-1.243184297,-0.123227917,0.269356598,-1.046892039,0.187568157,-0.495092694,1
-0.014736842,-0.722105263,-0.930526316,-0.964210526,-1.16,-0.486315789,-0.675789474,-1.267368421,-0.225263158,-0.692631579,-0.770526316,-0.966315789,-0.016842105,-1.042105263,-1.629473684,-0.642105263,-0.576842105,-1.124210526,-0.861052632,-0.757894737,1
-0.623188406,-1.028985507,-0.512077295,-1.062801932,-0.922705314,-0.54589372,-0.777777778,-1.444444444,-0.222222222,-0.956521739,-0.985507246,-0.700483092,-0.309178744,-0.68115942,-1.560386473,-0.729468599,-0.811594203,-0.913043478,-0.338164251,-1.028985507,1
-0.256521739,-0.682608696,-0.384782609,-0.708695652,-0.67826087,-0.430434783,-0.395652174,-0.941304348,-0.447826087,-0.636956522,-0.902173913,-0.280434783,-0.408695652,-0.910869565,-1.07826087,-0.191304348,-0.336956522,-1.72173913,-0.77173913,-0.743478261,1
-0.201834862,-1.168195719,-1.220183486,-1.363914373,-0.596330275,-1.152905199,-1.067278287,-1.180428135,-0.559633028,-0.688073394,-1.006116208,-1.412844037,-0.03058104,-0.98470948,-1.565749235,-0.779816514,-0.642201835,-1.672782875,-0.834862385,-0.626911315,1
-0.045751634,-1.40087146,-1.206971678,-1.392156863,-1.31372549,-1.233115468,-1.050108932,-1.278867102,-1.108932462,-1.132897603,-1.178649237,-1.019607843,-1.093681917,-1.62962963,-1.962962963,-0.716775599,-0.681917211,-2.437908497,-1.507625272,-0.997821351,1
-0.757009346,-0.945482866,-0.912772586,-0.96105919,-1.394080997,-0.77258567,-0.565420561,-1.931464174,-0.872274143,-0.92834891,-1.352024922,-0.563862928,-0.652647975,-1.440809969,-2.051401869,-0.813084112,-0.778816199,-2.412772586,-1.216510903,-0.975077882,1
-0.852459016,-1.721311475,-1.819672131,-1.762295082,-2.43442623,-1.713114754,-1.770491803,-2.327868852,-1.606557377,-1.385245902,-1.737704918,-1.368852459,-1.532786885,-1.803278689,-2.795081967,-1.385245902,-1.352459016,-2.93442623,-1.893442623,-1.221311475,1
