d_fpssm0,d_fpssm1,d_fpssm2,d_fpssm3,d_fpssm4,d_fpssm5,d_fpssm6,d_fpssm7,d_fpssm8,d_fpssm9,d_fpssm10,d_fpssm11,d_fpssm12,d_fpssm13,d_fpssm14,d_fpssm15,d_fpssm16,d_fpssm17,d_fpssm18,d_fpssm19,target
0.000177128,0.000359465,7.81E-05,0.000463658,0.001213845,0.000151079,0.000453238,0.00028132,0.001026298,0.000619947,0.000505335,0.000354255,0.000890848,0.000369884,0.000182337,0,1.56E-05,0.000901267,0.000338626,0.000338626,1
0.001033037,0.001655509,0.000662203,0.001688619,0.000125819,0.000880731,0.001999854,0.000933707,0.000251637,0.001681997,0.001430359,0.001655509,0.001059525,0.000761534,0.000966817,0.000642337,0.000595983,0,0.00035759,0.001417115,1
4.81E-05,0.000493346,0.000306837,0.00078815,0.001167184,0.00078815,0.000782134,0.000451231,0.001347676,0.000758068,0.000294804,0.000186509,0.001437923,0.000673838,0.000812216,0,4.81E-05,0.001094987,0.000962626,0.00046928,1
0.000840523,0.000789889,2.03E-05,0.000602544,0.000617734,0.000425325,0.000886094,0.000222789,0.001058249,0.00052153,0.000754446,0.00029874,0.001164581,0.00023798,0.000258233,0.000182282,0,0.001519018,0.000243043,0.000187346,1
0.000349665,7.20E-05,0.000164548,0.000493644,0.001943725,0.000524497,0.000606771,0.000267391,0.001357522,0.001048994,0.000380518,0.000617055,0.001645481,0.000298243,0.000493644,0.000154264,0,0.002056851,0.000524497,0.000524497,1
0,0.000343894,0.001166402,0.000269442,0.000794146,0.000294259,0.000141812,0.000297805,0.001091951,0.00113804,0.000829599,0.000971411,0.001212491,0.001357848,0.00024108,0.000372256,0.000198537,0.001836463,0.001581201,0.000397073,1
0.001353664,0.000685454,0.000150886,0.000767364,0,0.000224174,0.000892384,0.000948427,0.000129331,0.000952738,0.000564745,0.000362127,0.000469903,0.000495769,0.0006251,0.000288839,0.000547501,0.000189685,0.000172441,0.001077758,1
0.001581496,0.000197687,0.002767619,0.002668775,0.001943923,0.001746236,0,0.002042766,0.002339297,0.001581496,0.0007578,0.000856644,0.001713288,0.003789002,0.003459524,0.001614444,0.001482653,0.002504036,0.001713288,0.001845079,1
0.00124052,0.00082114,0.000320703,0.000870478,0,0.000447574,0.000637881,0.00079647,0.000623784,0.001081931,0.000782373,0.000260791,0.000655502,0.000588542,0.000842285,0.000151541,0.000313654,0.000387662,0.000387662,0.001067834,1
0.000669835,0.000675194,0.000187554,0.000669835,0.001403975,0.000251858,0.00093777,0.000417977,0.001318236,0.000466205,0.000471564,0.000251858,0.001012791,0.000739498,0.000498358,0.000187554,0,0.001457562,0.000835955,0.000605531,1
0.001064076,0.000971548,0.000925283,0.001896831,0.001202868,0.001758038,0.001804303,0.001480453,0.001341661,0.003793662,0.000370113,0.003839926,0.002359473,0.000323849,0.003377284,0.000416378,0.000925283,0.000277585,0,0.002405737,1
0.001411793,0.001199173,0.000348696,0.001114126,0,0.000561315,0.00151385,0.000799449,0.000910011,0.001803012,0.001241697,0.001020573,0.001734974,0.000493277,0.001156649,0.00056982,0.000782439,0.000323181,0.000340191,0.001947594,1
0.000493447,0.001002812,0.000642012,0.001570542,0,0.001146071,0.000933836,0.000238765,0.0007216,0.000328965,0.000376718,0.000604871,0.000562424,0.000323659,0.002345201,0.001910118,0.001284024,0.000334271,0.000191012,0.000249377,1
0.00028888,0.000993749,0.000207994,0.000982193,0.001120856,0.00053154,0.001363516,0.000323546,0.001814169,0.000693313,0.000647092,0.000427543,0.000935973,0.000808865,0.001005304,0,0.000196439,0.002842583,0.001143966,0.000311991,1
0.000269856,9.42E-05,9.16E-05,0.000250763,0.000136201,0.000180753,0.000320773,0.000106924,0.000384418,0.000239307,7.89E-05,0.000185845,0.00032841,0.000196028,0.000378054,4.07E-05,0,0.000339866,0.000287677,0.000180753,1
0.000245867,0.00041543,0.000686732,0.000898686,0.002161933,0.000237389,0.000305214,0.000254345,0.001890632,0.000466299,8.48E-06,0.000398474,0.001195422,0.000652819,0.000652819,0,0.000110216,0.001559983,0.000991946,0.000432387,1
0.000392385,0.000744002,0.00011211,0.000361809,0.001039565,0.000270083,0.000443344,0.000285371,0.00126888,0.00042296,0.000417864,0.000300658,0.001065044,0.000458631,0.000718523,5.10E-06,0,0.001564443,0.000789865,0.000132494,1
0.000127049,0.000783467,9.88E-05,0.00076935,0.001157554,0.000289389,0.000839933,0.000741117,0.001263428,0.001101088,0.000338796,0.001079914,0.000854049,0.000395262,0.000472903,0,0.000359971,0.001185787,0.000303505,0.000945807,1
0.000400344,0.000419052,0.000280615,0.00043776,0.001249673,0.000329255,0.000557489,0.000385378,0.000778239,0.000564972,0.000246941,0.000531298,0.001212257,0.000101021,0.000187077,0.000115988,0,0.000954091,0.000280615,0.00034048,1
0.000307667,0.000289959,1.33E-05,0.000263398,9.74E-05,0.00015826,0.000412805,0.000213596,0.000298813,0.000310987,0.000199209,0.000115098,0.00023905,0.000125059,0.000349722,0,2.66E-05,0.000175968,0.00014498,0.00038403,1
2.58E-06,0.000139465,9.04E-05,0.000130426,0.000627593,5.94E-05,0.000111056,0.000148505,0.000583687,0.000242773,1.68E-05,9.81E-05,0.000388695,0.00015367,0.00015367,5.17E-05,0,0.000484254,0.000293135,9.69E-05,1
0.000225754,0.000203179,0,0.001264223,0.001806032,0.00054181,0.000744988,0.000451508,0.001173921,0.000316056,0.000406357,0.001061044,0.001331949,0.001602854,0.0013771,0.000180603,0.000112877,0.002709048,0.000948167,0.000496659,1
0,0.002821181,0.002893519,0.004701968,0.002531829,0.001591435,0.005931713,0.003327546,0.002676505,0.003327546,0.002025463,0.006293403,0.004991319,0.003399884,0.000651042,0.001302083,0.005570023,0.005280671,0.003689236,0.003761574,1
0,0.000728826,0.000303678,0.000496007,0.000222697,0.000718703,0.000765942,0.000300303,0.000674839,0.000553368,0.000465639,0.000890787,0.00045889,0.000408278,0.000381284,0.000148465,6.75E-05,0.000927904,0.000391407,0.000236194,1
0,0.000739958,0.000803383,0.000792812,0.000778717,0.000285412,0.000207893,0.000260747,0.000884426,0.000426357,0.000560254,7.05E-06,0.000743481,0.000976039,0.000958421,0.000299507,0.000246653,0.001116984,0.000606061,0.000155039,1
0,0.000421021,0.000578412,0.000916803,0.000330521,0.000476108,0.000810564,0.000247891,0.000983694,0.000653173,0.000417086,0.000657108,0.000554804,0.000586282,0.000716129,3.54E-05,0.000200674,0.001015173,0.00062563,0.000358065,1
0.000450164,0.000513747,0.000119535,0.000605305,0.000595132,0.000208551,0.000602762,0.000526463,0.000694321,0.000389125,0.000361149,0.00027722,0.000437448,0.000399298,0.000483227,0,2.54E-06,0.001068186,0.000447621,0.00023144,1
0.000140618,0.000235629,0.000288836,0.000566271,0.000197625,0.000129216,0.000357245,0.000186223,0.000756295,0.000566271,0.000326841,0.000380048,0.00048266,0.000231829,0.000585273,0,0.000152019,0.000790499,0.00024323,0.000307838,1
0.000132974,0.000267838,0.000127932,0.000266577,0.000222463,0.000119739,0.000262166,0.000250192,0.000403962,0.000221202,0.000136755,9.45E-05,0.000315103,0.00018339,0.000231916,1.39E-05,0,0.000334009,0.000175828,0.000126671,1
0.001809281,0,0.002075351,0.004044274,0.001064283,0.000798212,0.002288208,0.002979991,0.002660707,0.003192848,0.002554278,0.00308642,0.001915709,0.003884632,0.002554278,0.001277139,0.001277139,0.003192848,0.001968923,0.004363559,1
0.001280715,0.001106974,0.001057334,0.001310499,0,0.001191363,0.000982874,0.001648052,0.000322661,0.001876396,0.001121866,0.00097791,0.000640357,0.000858774,0.001444527,0.000982874,0.000913378,0.000317697,0.000506329,0.002020352,1
0.001165575,0.00167419,0.000699345,0.001324517,0,0.000996037,0.00186492,0.001578825,0.000561595,0.002256978,0.002119228,0.000985441,0.000127154,0.000561595,0.000709941,0.00079471,0.000529807,0.000731134,0.000402653,0.001472863,1
0.000542986,0.000282607,0.000381043,0.000587441,0.000603318,0.000123839,0.000603318,0.000581091,0.000978011,0.000638247,0.000419147,0.000523934,0.000765262,0.000581091,0.000412797,0.00013019,0,0.000879575,0.000596968,0.000419147,1
0.000774893,0.000520632,0.000726463,0.001247094,0.001234986,0.000254262,0.000799109,0.001065478,0.001537679,0.000799109,0.000968617,0.000108969,0.001343956,0.000205831,0.001101802,2.42E-05,0,0.000653816,0.00042377,0.00100494,1
0.002869345,0.002468971,0.001801682,0.004070466,6.67E-05,0.004070466,0.005138129,0.001534766,0,0.005538503,0.003002803,0.004270653,0.002468971,0.002735887,0.003469905,0.001134392,0.000533832,0.000467103,0.000266916,0.005738689,1
0.000290943,0.002763958,0.001745658,0.00081464,8.73E-05,0.000320037,0.0010183,0.000465509,0.002269355,0.00162928,0.001309243,0.002327544,0.001309243,0.000669169,0.000901923,0.000116377,0,0.00311309,0.00122196,0.001687469,1
0.001074049,0.000900083,0.00044626,0.001187505,5.29E-05,0,0.001285833,0.000537024,0.000416005,0.00148249,0.000953029,0.000476515,0.000605098,0.001074049,0.000854701,3.78E-05,9.83E-05,0.000423569,0.000877392,0.001051358,1
0.000843189,0.000931946,0.001153838,0.001264784,0.001664189,0,0.000665676,0.001619811,0.002063594,0.002751459,0.000776621,0.001531054,0.002374243,0.000421595,0.000665676,0.000244081,0.000488162,0.002085783,0.001065081,0.001442297,1
0.00283665,0.001925174,0.00022148,0.0018911,0.000400368,0.000570737,0.001243696,0.001439621,0.001311844,0.000979624,0.001763323,0,0.001158512,0.000996661,0.002257394,0.000425923,0.000562219,0.000826291,0.00105629,0.001473695,1
0.000554007,0.00044061,8.47E-05,0.000338142,0,0.000213815,0.000359319,0.000251387,0.000228844,0.000314233,0.000389376,0.000109299,0.000169413,0.000181709,0.000336093,0.000140722,0.000136623,0.000223379,0.000111348,0.000319698,1
0.000395053,0.00136551,0.000283408,0.001219512,0.000171762,0.001193748,0.001442803,0.000206115,0.001331158,0.001133631,0.00077293,0.000695637,0.000532463,0.001004809,0.000747166,5.15E-05,0,0.00136551,0.001451391,0.000669873,1
0.001172031,0.000394328,0.000257409,0.000706505,0.000706505,0,0.000744842,0.000909146,0.000640783,0.00062983,0.000651737,0.00078318,0.000569585,0.000345037,0.000432666,0,0.000120489,0.00095296,0.000301223,0.000509341,1
0.000486967,4.13E-05,0.000445699,2.89E-05,0.000507602,0.000251737,0,0.000635534,0.000569504,0.001271068,0.000726324,0.000342528,0.001423761,0.001518678,0.000441572,8.25E-05,9.08E-05,0.001737401,0.000833622,0.00069331,1
0.001312008,0.002240231,0.000714018,0.001883222,0,0.001169204,0.001820746,0.001820746,0.000892522,0.001972475,0.002115278,0.000910373,0.001329858,0.001151354,0.00138341,0.000633691,0.000954999,0,0.000473037,0.002177755,1
0.003289151,0.000687285,0,0.001325479,0.001399116,0.00041728,0.001350025,0.001423662,0.000662739,0.001129111,0.00137457,0.000834561,0.002724595,0.00054001,7.36E-05,0.000147275,0.000319097,0.002184585,0.000220913,0.000711831,1
0.000117569,0.000339432,0.000343224,0.000597324,0.000369772,0.000326158,0.000724374,0.000388735,0.000625768,0.000572673,0.000364083,0.000635249,0.00041149,0.000500614,0.000201004,4.93E-05,0,0.000718685,0.000384942,0.000400112,1
0.000271621,0.000905403,0.000597566,0.000832971,0.000108648,0.000434594,0.000851079,0.000325945,0.00094162,0.001267565,0.00065189,0.003005939,0.001376213,0.00065189,0.000851079,0.000199189,0,0.000199189,0.000344053,0.001086484,1
0,0.003697369,0.002112782,0.000377283,0.001307913,0.001660043,0.001232456,0.000980935,0.002464913,0.001987021,0.001634891,0.004049499,0.002037326,0.002238543,0.001785804,0.000980935,0.000503043,0.001911565,0.002590674,0.001031239,1
0,0.004206731,0.003004808,0.000961538,0.002403846,0.001021635,0.001682692,0.001923077,0.001742788,0.005709135,0.002824519,0.005588942,0.003125,0.001502404,0.000120192,0.0015625,0.000841346,0.001442308,0.001682692,0.003305288,1
0.001790052,0.000981137,0.000501006,0.000754118,0,0.001388204,0.001015059,0.000516662,0.000347051,0.000868932,0.000821963,0.000336613,0.000829791,0.000331395,0.000253112,0.000819353,0.000529709,0.000245284,0.000156564,0.000874151,1
0.000988794,0.004065041,0.002252252,0.000494397,0.001702922,0.000384531,0.000109866,0.001867721,0.000659196,0.004889035,0.001208526,0.00626236,0.001538123,0.000384531,0.001208526,0.000878928,0,0.000274665,0.000329598,0.004284773,1
0.002148063,0.001342539,0.002071346,0.001150748,0,0.002685079,0.002953586,7.67E-05,0.000613732,0.002685079,0.002991945,0.004411201,0.00287687,0.001802839,0.000383583,0.000690449,3.84E-05,0.000306866,0.000690449,0.002416571,1
0.001648045,0.004581006,0.001592179,0.000335196,0.00047486,0.000977654,0.001117318,0.000558659,0.001703911,0.002039106,0.001201117,0.004162011,0.002430168,0.00103352,0.001368715,0.001201117,0,0.001173184,0.001452514,0.001368715,1
0.000935726,0.00067495,0.000409061,0.000731196,5.11E-06,0.000327249,0,0.000731196,0.000557345,0.000577798,0.000991972,8.18E-05,0.000628931,0.000582911,0.000669837,0.000429514,0.000460193,0.001503298,0.000618704,0.000567572,1
0.000623335,0.000149203,0.000122678,0.000366375,0.000217173,6.47E-05,0.000465843,0.00031001,0.000180701,0.000633282,0.000336535,0.000328246,0.000450923,0.000130967,0.000275196,9.95E-05,0.000152518,0,0.000139256,0.000467501,1
0.000966897,0,7.03E-05,0.001283336,3.52E-05,0.00015822,0.000878997,0.000509818,0.001582195,8.79E-05,0.000246119,0.000492238,0.000668038,0.000896577,0.001423976,0.000263699,0.00014064,0.001933794,0.001177856,0.000527398,1
0.000262271,0.000627576,0.000711877,0.000562008,0.002163732,0.00020607,0.000384039,0.000983514,0.002173099,0.001189584,0.000384039,0.000374672,0.001648558,0.000552641,0.000140502,0,6.56E-05,0.002182465,0.000946047,0.00067441,1
0.000225144,0.000562859,0.000234933,0.000420921,0.001306812,9.79E-05,0.00055307,0.000107677,0.001189346,0.000949519,0.000215355,0.000416026,0.001130613,0.00021046,0.00034261,0,0.000141938,0.001022935,0.000234933,0.000631381,1
0.000136029,0.000157793,0.000788965,0.000680143,0.000745436,0.00033191,0.000647496,0.000282939,0.001311315,0.00062029,0.000609408,0.000462497,0.000837936,0.000984846,0.000418968,2.72E-05,0,0.001637783,0.000794407,0.000146911,1
0.000203519,0.000508798,0.000131439,0.000674157,0.001098156,7.21E-05,0.000597838,0.000203519,0.001335595,0.000339199,0.000309519,0.00011024,0.000890396,0.000801357,0.000542718,2.12E-05,0,0.001785033,0.000661437,0.000169599,1
0.001312517,0.00113291,0.000594087,0.001326333,0.001395413,0,0.001215805,0.001796076,0.001754628,0.00205858,0.001160542,0.000690799,0.001616469,0.000580271,0.001201989,0.000373031,0.000442111,0.002141476,0.000911854,0.001423045,1
0.000479693,0.000593906,0.000217004,0.000679565,0.00135913,0.000348348,0.000730961,0.000376902,0.001507607,0.000559642,0.000251268,0.000348348,0.001239207,0.000473982,0.000416876,0,5.71E-06,0.001838823,0.000828041,0.000496825,1
0.000109541,0.002409903,7.30E-05,0.00317669,0.000182568,0.000985869,0.002738526,0.000730273,0.001460547,0.003760908,0.002446416,0.001898711,0.001716143,0.001131924,0.001022383,0,0.000438164,0.000255596,0.00109541,0.00288458,1
0.002041933,0.001150125,0.000535085,0.001266983,0,0.00076265,0.001759015,0.001082471,0.000541235,0.001845121,0.00123008,0.001199328,0.001051719,0.000559687,0.001802068,0.00091641,0.001156276,0.000141459,0.000282918,0.001931226,1
0,2.29E-05,0.001371554,0.001314406,0.000514333,0.000617199,0.000251452,0.00058291,0.001451561,0.000811503,0.00028574,0.00029717,0.001462991,0.001508709,0.001017236,0.000320029,0.00088008,0.002228775,0.001965894,0.000674347,1
0.000224013,0.000444228,8.73E-05,0.00055054,0.000934019,9.11E-05,0.000535352,0.000174654,0.001245358,0.000269575,0.00025059,9.49E-05,0.000934019,0.000580914,0.000535352,0,6.83E-05,0.001636431,0.000558133,0.000144279,1
0.00118884,0.000796196,0.000774382,0.001112493,0.001177933,0.000719848,0.001701459,0.000818009,0.002050477,0.001265188,0.000632594,0.001265188,0.00207229,0.000774382,0.000948891,0.000152695,0,0.001406976,0.00115612,0.000992518,1
0,0.001530612,0.00235797,0.000468836,0.00039989,0.000234418,0.001406509,0.00097904,0.001420298,0.001323773,0.000317154,0.003488693,0.000799779,0.000937672,0.000234418,0.001103144,0.000565361,0.001268616,0.002137341,0.000165472,1
0.000745563,0.000707996,0.000332325,0.000693547,0,0.000488373,0.000601074,0.000421908,0.00065887,0.000375672,0.000436357,0.000115591,0.000309207,0.00026586,0.000696437,6.65E-05,0.000121371,0.000456585,0.00026875,0.000320766,1
0.000413836,0.000810429,0.000758699,0.000775942,0.001827775,0.000913888,0.001172535,0.000551781,0.002465772,0.001896748,0.000775942,0.001207021,0.00168983,0.000913888,0.001017347,0,0.000137945,0.002189882,0.001189778,0.000913888,1
0.001552527,0.001233397,0.000517509,0.001060894,0.000276005,0.000336381,0.000362256,0.001242022,0.001397274,0.000483008,0.000767638,0,0.001293773,0.000922891,0.001526652,0.000353631,0.000370881,0.002337416,0.001181646,0.000698637,1
0.000141473,0.000217262,0.000207156,0.000407576,0.000623154,0.000138104,0.00027284,0.000286314,0.000626522,0.000277893,0.000127999,0.000121262,0.000508628,0.000269472,0.00057768,0,8.59E-05,0.00069389,0.000385682,0.000190315,1
0.000291201,0.000488255,0.000764129,0.000750992,0.000352507,0.000521097,0.000989646,0.000148885,0.000510149,0.000926151,0.000882361,0.000858277,0.000409433,0.000709392,0.000197053,0.000109474,0,0.000558318,0.001383753,0.000236464,1
0.000147548,6.44E-05,0.000819561,0.000254855,4.02E-05,0.000348749,7.51E-05,0.00028973,0.000363504,0.000329971,0,0.000591533,0.00015962,0.000124745,0.000138158,0.000270951,0.000610311,0.000882604,0.000890652,0.000329971,1
0.00082846,0.000540936,0.000165692,0.000501949,0.000735867,0.000423977,0.000692008,0.000346004,0.00119883,0.000570175,0.000687135,0.000268031,0.001306043,0.00039961,0.00038499,0,0.000136452,0.001554581,0.000477583,0.000365497,1
0.000722736,0.000418426,0.001388413,0.000969987,0.001863897,0.000855871,0.001046065,0.000627639,0.002567614,0.000779794,0.000912929,0.001065084,0.001978014,0.001939975,0.000931949,5.71E-05,0,0.00418426,0.002567614,0.000418426,1
0.000397227,0.000296114,0.000671674,0.000765564,0.00128557,0.000390004,0.000859454,0.000548895,0.001119457,0.00065723,0.000202224,0.000924455,0.000830565,0.000491117,0.000397227,0.000195002,0,0.000895566,0.000606673,7.22E-06,1
0.001270289,0.000882145,0,0.001035051,0.001893672,0.000258763,0.001293813,0.00121148,0.001752529,0.001552576,0.000905669,0.000541049,0.002199482,0.001117384,0.00084686,0.000176429,0.000341096,0.0018231,0.00121148,0.001493766,1
0.001212522,0.000363108,0.00035014,0.000778089,0.00055763,0.000110229,0.000868866,0.00087535,0.000473337,0.000791057,0.000758637,0.000907771,0.000583567,0.000421465,0.000330688,0,6.48E-05,0.000512242,0.000265847,0.000577083,1
0.000153403,0.000265506,0.000262555,0.000749316,0.000224205,0.000295006,0.000932219,0.000168153,0.000244855,0.000684414,0.000218305,0.000716865,0.000351057,0.000197654,0,0,5.90E-05,0.000144553,0.000138653,0.000380558,1
0.00176792,0.00233044,0.0004018,0.004178721,0.00136612,0.0008036,0.00233044,0.00128576,0.00192864,0.003535841,0.00144648,0.004018001,0,0.004901961,0.00128576,0.00016072,0.0004018,0.00249116,0.00265188,0.003857281,1
9.80E-05,0.000457236,0.000726679,0.000653195,0.002245356,0.000179628,0.000106144,0.000285773,0.002000408,0.00054705,0,0.000449071,0.001477853,0.000775669,0.000530721,4.90E-05,0.000155134,0.001698306,0.000832823,0.000326597,1
0.001429193,0.002713395,0.001097786,0.00246484,0,0.001802026,0.003272644,0.001657035,0.002340562,0.002526979,0.001967729,0.001822739,0.000890656,0.001532758,0.000994221,0.000497111,0.001304915,0.002444127,0.001242776,0.001449906,1
0.000996512,0.000249128,0.001192256,0.00124564,0.002633639,0.000836358,0.001548153,0.000711794,0.001690512,0.001672717,0.000676205,0.001299025,0.001690512,0.001334615,0.000765179,0.000391487,0,0.002971742,0.001138871,0.001121076,1
0.000459399,0.000560783,0.001102557,0.001191268,0,0.000636822,0.000940975,0.000319995,0.000361182,0.000836422,0.000678009,0.000959985,0.000855432,0.001026518,0.000576625,0.000367519,0.000243957,0.000959985,0.001102557,0.000443557,1
0.001404514,0.000786528,0.00103934,0.001376424,0.002120816,0.000870799,0.001825868,0.001067431,0.002738803,0.001544966,0.000702257,0.001348334,0.002570261,0.001207882,0.000912934,0,0.000140451,0.002050591,0.001811823,0.001053386,1
0.000207431,0.000490019,8.72E-05,0.000568182,0.000640332,0.000252525,0.000757576,0.000381794,0.00087482,0.000625301,0.00016835,0.000237494,0.000757576,0.000366763,0.000357744,0,0.000147306,0.000808682,0.0003367,0.000514069,1
0.000484516,0.000962111,0.00012459,0.000969032,0.000235336,0.000179963,0.001052092,0.000927503,0.000512203,0.001723494,0.000872129,0.000975954,0.000546811,0.000387613,0.000567576,5.54E-05,0.000609106,2.08E-05,0,0.001557374,1
0.001164974,0.000457875,0.000202856,0.000602773,0.000666528,0.000260815,0.000573793,0.000794037,0.000851996,0.000736078,0.000654936,0.000428896,0.001373626,0.000573793,0.000440488,0.00019706,0,0.001089628,0.000515834,0.000567997,1
0.000504526,6.92E-05,0.000573775,0.000733046,0,0.000197853,0.000304694,0.000570807,0.000111787,0.000432309,0.000222585,0.000381857,0.000167186,0.000299748,0.000519365,0.000491665,0.000631152,0.000259188,0.000533215,0.000531236,1
0.001574406,0.000617167,0.002342717,0.000629763,0,0.001864097,0.000163738,0.001448454,0.001498835,0.001826311,0.000944644,0.001738145,0.000793501,0.000377858,0.001423263,0.002468669,0.002367907,0.002393098,0.002304931,0.001712954,1
0.00013873,5.00E-05,0.000678184,0.000337045,0,0.000399814,0.000221058,0.000186034,0.000165111,0.000144188,5.69E-05,0.00030748,9.05E-05,0.000114623,0.000141914,0.000358423,0.000512163,0.000308389,0.00045849,0.00015374,1
0.000787243,0.001754183,7.27E-05,0.001026839,0,0.00048347,0.000919877,0.000474913,0.000847142,0.000915598,0.001270713,0.000316609,0.001146637,0.000971219,0.001347726,0.000136912,0.000560483,0.00062466,0.000346558,0.000830028,1
0.000410509,0.000672283,0.000279622,0.000707979,0,0.000365888,0.001091716,0.000443231,0.000217153,0.000889436,0.000654435,0.000770448,0.000725828,0.000583042,0.000478927,0.000211204,0.000142786,0.000321268,0.000345066,0.000615764,1
0.002095396,0.002150538,0.000661704,0.001047698,0.003639371,0.001599118,0.003529087,0.000716846,0.001157982,0.003584229,0.002426248,0.006947891,0.001819686,0.000330852,0.001764544,0.000385994,0.000771988,0,0.000771988,0.004687069,1
0,0.002499675,0.001428386,0.002499675,0.001136216,0.001298533,0.002921698,0.002207506,0.002597065,0.003700818,0.001688092,0.002337359,0.001947799,0.002467212,0.002532139,0.001071289,0.000519413,0.002629529,0.003019088,0.001590703,1
0.000838635,0.001012146,5.78E-05,0.001253133,0.0003663,0.000510893,0.001156738,0.001195296,0.000809717,0.001089262,0.000877193,0.000828996,0.001002506,0.00093503,0.001542317,0.000453056,0.00055909,0,0.000607287,0.001002506,1
0.001606355,0.001737784,0.00049651,0.001299687,0.001109845,0.000569526,0.001591752,0.001007623,0.001022226,0.001810801,0.001051433,0.00054032,0.000627939,0.000642542,0.001255878,0.000350478,0,0.000613336,0.000671749,0.002073659,1
0.001195304,0.001593738,0.000156348,0.000635478,0.001139825,0.000327826,0.00061026,0.001296173,0.00142226,0.000776695,0.000776695,5.04E-05,0.000857391,0.00059513,0.001038956,0,0.00047913,0.001684521,0.00058,0.000933043,1
0.00169306,0.001875502,0,0.001189521,0.000109465,0.00043786,0.001342772,0.001853609,0.001167628,0.001328176,0.001510618,7.30E-05,0.000839232,0.000700577,0.001393855,0.000306502,0.0006276,0.000985186,0.000620302,0.001620083,1
0.000111091,0.000362076,0.000547228,0.000771468,2.06E-06,0,0.000300358,0.000386763,0.000678892,0.000228355,0.000232469,8.64E-05,0.000419679,0.000510198,0.000436137,5.76E-05,0.000102862,0.001003938,0.000648033,0.000250984,1
0,0.000359263,0.001206654,0.000577944,0.000542799,0.000550609,0.000124961,0.000534989,0.000480319,0.001218369,0.000574039,0.000164011,0.000484224,0.000679475,0.001105123,0.001034833,0.001105123,0.000616995,0.001163699,0.00061309,1
0.000333712,1.18E-05,0.000366614,0.000216208,0,0.000173907,0.000357213,0.000552271,0.00027261,0.001203245,0.000719127,0.000493518,0.000761428,0.000686226,0.000336063,0.000155106,3.29E-05,0.000162156,0.000305511,0.000582822,0
0.00045116,0.000996593,0.001097599,0.000935989,0.001138001,0.000922522,0.001286143,0,0.001441019,0.001366948,0.000929255,0.001151469,0.001265942,0.001138001,0.000686841,0.000430959,0.000235681,0.001501623,0.000935989,0.000552166,0
0.001778788,0.002421446,0,0.001354174,0.001032844,0.000665611,0.001032844,0.001021368,0.002134545,0.000998416,0.001606647,0.000149189,0.001159081,0.001124653,0.001618123,0.000367234,0.000413138,0.003087057,0.000975464,0.000918084,0
0.00222911,0.00030337,0.00021104,0.00034294,0.00058036,0,0.00063312,0.00217635,0.00192574,0.00331069,0.003521731,0.00038251,0.00286223,0.00321836,0.00076502,0.00121348,0.00042208,0.00214997,0.00089692,0.00191255,0
0.000599753,0.000188898,0.000420299,0.000108617,0.000481691,9.44E-05,0,0.000656422,0.00034474,0.001931487,0.001388404,0.000316405,0.001435628,0.001813425,0.000675312,0.000599753,0.000439189,0.001407293,0.000793373,0.001090888,0
0.000446533,0.001931739,0.000922187,0.002145298,0,0.000941601,0.002106469,0.000504776,0.001824959,0.002805389,0.002582123,0.000873651,0.001854081,0.001999689,0.000990137,0.000446533,0.000621263,0.001291062,0.001475499,0.001650229,0
0.000762309,0.000103746,0.000293196,3.61E-05,0.00057737,0.000117278,0,0.000857033,0.000234556,0.00193058,0.001366743,0.000369878,0.00135321,0.001759174,0.000505199,0.000527752,0.000442049,0.001055504,0.000784862,0.001114143,0
0.000725833,0.000251386,0.000265549,0.000102679,0.000601911,0.000155789,0,0.000683345,0.000616073,0.00125339,0.000871,0.000155789,0.001118845,0.001147171,0.000393012,0.000470906,0.000400093,0.001812813,0.000559423,0.000941813,0
0.000782979,0.00035035,4.25E-05,0.00015925,0,0.000106167,6.10E-05,0.000610458,0.000313192,0.001449175,0.001319121,0.000185792,0.000597188,0.000995313,0.000493675,0.00041405,0.000257454,0.000368929,0.000273379,0.001165179,0
0.000803559,0.000220022,0.000215239,0.000220022,0.00038743,2.87E-05,8.61E-05,0.000698331,0,0.002028029,0.001420577,0.000306118,0.001697996,0.001234036,0.000507007,0.000368298,0.000454393,0.000813125,0.000220022,0.001444492,0
0.000547909,0.000514192,0.000335489,0.000440856,0,0.000483003,0.000474574,0.000469516,8.68E-05,0.000928074,0.000746842,0.000292499,0.000606072,0.00053948,0.000426526,0.000434113,0.000416411,0.00017786,0.000286599,0.000841251,0
0.001743183,0.000880766,0.000449558,0,0.000844068,0.000293589,3.67E-05,0.001495468,0.000660575,0.002477155,0.00288084,0.00051378,0.001981724,0.002789093,0.00092664,0.000963338,0.000853242,0.003229476,0.001247752,0.001651437,0
0.000547453,0.000799282,0,0.000459861,0.001116805,0.00035037,0.000810231,0.000218981,0.000427014,0.002386896,0.001970832,0.00047081,0.002058424,0.003438006,0.000952569,0.000339421,0.000317523,0.003021942,0.001686156,0.001281041,0
0.000486967,4.13E-05,0.000445699,2.89E-05,0.000507602,0.000251737,0,0.000635534,0.000569504,0.001271068,0.000726324,0.000342528,0.001423761,0.001518678,0.000441572,8.25E-05,9.08E-05,0.001737401,0.000833622,0.00069331,0
